time, esti_x, esti_y, esti_z, esti_q_x, esti_q_y, esti_q_z, esti_q_w,             time, gt_x, gt_y, gt_z, gt_q_x, gt_q_y, gt_q_z, gt_q_w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
1.050000072,-0.03968363082296039,0.16320180523481662,0.8999601176369643,-0.0019458403450375247,0.006327123992225637,0.0006116964347483586,0.9999779032732725,1.050000072,-0.0136353,0.164574,0.996602,-0.002522899776253062,0.008686509229624634,2.1916098056339824e-05,0.9999590886827793
